STATN	STNCODE	MONTH	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:number_of_values	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:number_of_values	DOXY_BTL_bottom:mean	DOXY_BTL_bottom:std	DOXY_BTL_bottom:number_of_values	O2SAT_BTL:mean	O2SAT_BTL:std	O2SAT_BTL:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CHLA:mean	CHLA:std	CHLA:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values
INSTÖ RÄNNA	FIBO07	07	17.76	1.45	14	18.69	2.77	14	5.30	0.65	33	105.56	5.82	16	nan	nan	0	0.07	0.02	16	2.21	2.41	16	1.84	1.36	16	0.10	0.07	16	2.42	2.28	14	0.40	0.20	16	20.64	2.88	16	20.64	2.88	16	3.21	1.36	16	4.40	1.04	16
INSTÖ RÄNNA	FIBO07	08	19.36	1.57	13	18.45	1.72	13	4.31	0.99	34	104.79	7.15	16	nan	nan	0	0.07	0.03	16	1.33	1.43	16	1.86	2.05	16	0.09	0.05	16	1.44	1.32	13	0.39	0.27	16	20.49	2.08	16	20.49	2.08	16	4.58	1.71	16	3.99	1.17	16
INSTÖ RÄNNA	FIBO07	09	16.91	0.81	14	20.65	3.53	13	4.50	1.07	36	100.60	4.77	17	nan	nan	0	0.09	0.03	17	1.30	1.87	17	2.41	2.31	17	0.09	0.06	17	1.42	1.99	12	0.52	0.38	16	19.46	3.54	17	19.46	3.54	17	3.99	1.22	17	4.56	1.41	17
INSTÖ RÄNNA	FIBO07	10	12.93	1.60	15	20.07	3.38	14	5.21	0.91	36	98.31	2.35	17	nan	nan	0	0.10	0.03	17	3.64	3.37	17	3.93	3.42	17	0.16	0.10	17	3.25	3.27	17	0.76	0.60	17	20.13	4.80	17	20.13	4.80	17	3.63	1.13	17	4.38	1.33	16
INSTÖ RÄNNA	FIBO07	11	8.86	1.71	17	21.21	2.58	16	5.86	0.67	35	95.56	2.24	18	nan	nan	0	0.29	0.09	18	6.69	2.84	18	7.60	3.02	18	0.33	0.19	18	5.82	2.63	18	1.63	0.52	18	22.54	3.30	18	22.54	3.30	18	1.86	0.98	18	4.30	1.98	16
INSTÖ RÄNNA	FIBO07	12	5.28	1.85	13	21.75	3.53	13	6.42	0.60	30	96.08	1.73	15	nan	nan	0	0.40	0.09	16	8.46	3.79	16	8.75	3.75	16	0.38	0.23	16	7.46	3.90	16	1.69	0.40	16	23.04	4.49	16	23.04	4.49	16	1.34	0.55	16	4.08	1.98	13
VALÖ	KANI01	01	2.93	2.19	13	22.99	1.89	12	6.52	0.88	28	98.81	1.52	13	nan	nan	0	0.51	0.13	13	5.51	2.34	13	9.44	4.70	13	0.24	0.13	13	4.97	2.12	13	0.60	0.29	13	19.67	2.41	13	19.67	2.41	13	2.92	2.70	13	5.88	1.69	6
VALÖ	KANI01	02	1.35	1.53	14	22.09	2.98	13	6.57	0.64	31	99.07	3.37	15	nan	nan	0	0.55	0.17	15	6.85	2.74	15	11.16	3.03	15	0.30	0.18	15	6.62	2.21	14	0.45	0.30	15	21.22	2.64	15	21.22	2.64	15	3.23	4.84	15	6.65	2.25	10
VALÖ	KANI01	03	2.02	1.90	16	21.52	3.45	16	6.54	0.75	34	105.49	6.83	17	nan	nan	0	0.26	0.23	17	3.39	4.15	17	4.49	4.36	17	0.12	0.11	17	4.08	4.13	13	0.27	0.24	17	20.16	2.92	17	20.16	2.92	17	7.07	6.13	17	5.91	2.45	16
VALÖ	KANI01	04	4.00	1.22	12	21.03	2.77	12	5.88	0.55	29	103.68	4.04	13	nan	nan	0	0.11	0.07	13	1.29	1.89	13	2.09	1.56	13	0.06	0.04	13	1.45	1.94	10	0.40	0.28	13	17.76	1.84	13	17.76	1.84	13	2.34	1.51	13	7.22	1.62	13
VALÖ	KANI01	05	10.19	2.08	16	18.38	2.30	16	5.81	0.42	32	107.49	3.94	17	nan	nan	0	0.06	0.02	17	0.60	0.84	17	2.07	1.64	17	0.05	0.03	17	0.97	1.39	11	0.17	0.08	16	18.12	2.69	17	18.12	2.69	17	2.36	1.37	17	6.59	2.45	17
VALÖ	KANI01	06	15.30	1.80	13	19.46	1.56	13	5.35	0.54	36	107.45	4.46	16	nan	nan	0	0.05	0.02	16	0.39	0.44	16	1.04	0.71	16	0.04	0.02	16	0.57	0.61	9	0.15	0.08	16	16.60	1.68	16	16.60	1.68	16	1.54	0.64	16	6.76	1.83	16
VALÖ	KANI01	07	18.02	1.49	11	20.25	1.78	11	4.74	0.76	29	105.94	3.44	11	nan	nan	0	0.05	0.01	12	0.43	0.80	12	0.74	0.62	12	0.04	0.04	12	0.67	0.97	6	0.22	0.12	12	16.91	1.59	12	16.91	1.59	12	1.30	0.82	12	8.02	1.80	11
VALÖ	KANI01	08	18.98	1.35	13	20.51	1.96	13	3.62	0.84	33	104.33	5.09	16	nan	nan	0	0.07	0.05	16	0.40	0.84	16	0.98	1.49	16	0.05	0.09	16	0.58	1.02	6	0.32	0.41	15	16.94	2.32	16	16.94	2.32	16	1.68	0.74	16	8.21	2.04	15
VALÖ	KANI01	09	16.71	1.07	13	22.37	2.10	13	3.49	0.79	34	100.16	3.16	15	nan	nan	0	0.07	0.03	15	0.23	0.23	15	1.56	0.86	15	0.04	0.03	15	0.20	0.22	4	0.25	0.17	15	15.91	2.31	15	15.91	2.31	15	2.33	1.84	15	8.49	3.04	15
VALÖ	KANI01	10	13.49	1.43	12	22.17	1.87	12	4.48	1.10	32	100.24	2.47	15	nan	nan	0	0.11	0.04	15	0.35	0.34	15	2.23	2.17	15	0.06	0.05	15	0.37	0.33	7	0.22	0.14	15	15.83	2.58	15	15.83	2.58	15	3.30	1.55	15	6.82	1.44	14
VALÖ	KANI01	11	9.54	1.59	14	24.07	2.94	13	5.18	0.74	32	98.13	2.66	15	nan	nan	0	0.27	0.13	15	1.68	1.70	15	3.69	2.25	15	0.17	0.21	15	1.53	1.31	12	0.49	0.50	15	17.32	4.35	15	17.32	4.35	15	3.62	1.30	15	6.40	1.93	13
VALÖ	KANI01	12	6.29	1.82	12	24.27	2.28	12	5.81	0.96	27	96.70	3.53	14	nan	nan	0	0.36	0.09	14	3.44	2.04	14	5.45	3.41	14	0.25	0.21	14	2.80	1.85	14	0.78	0.38	14	18.02	2.94	14	18.02	2.94	14	3.49	2.85	14	6.28	1.59	5
BYFJORDEN	FIBO47	01	4.03	1.51	9	20.17	3.84	8	-3.80	3.21	23	90.00	3.68	10	nan	nan	0	0.68	0.13	10	16.10	4.18	10	32.63	8.30	10	0.37	0.06	10	14.68	3.16	10	3.11	1.18	10	32.54	5.40	10	32.54	5.40	10	0.44	0.46	10	3.23	2.46	7
BYFJORDEN	FIBO47	02	2.86	1.56	8	21.10	4.33	7	-4.87	3.19	22	88.93	7.46	9	nan	nan	0	0.66	0.18	10	17.73	4.90	10	30.85	8.65	10	0.34	0.08	10	16.83	4.96	10	2.75	1.44	10	34.99	8.45	10	34.99	8.45	10	0.22	0.13	9	3.02	2.25	6
BYFJORDEN	FIBO47	03	2.74	1.22	12	20.73	2.82	11	-3.40	3.31	29	99.97	8.44	13	nan	nan	0	0.43	0.30	15	13.34	6.12	15	23.83	9.58	15	0.35	0.19	15	12.54	5.80	15	1.47	1.42	15	30.95	6.90	15	30.95	6.90	15	3.66	5.98	13	3.68	1.16	12
BYFJORDEN	FIBO47	04	4.50	1.18	13	19.04	3.23	13	-3.27	3.57	28	107.09	7.74	15	nan	nan	0	0.08	0.04	15	8.45	5.65	15	15.03	9.47	15	0.22	0.08	15	7.97	5.56	15	1.00	0.93	15	28.11	8.61	15	28.11	8.61	15	5.38	6.05	15	3.23	1.87	15
BYFJORDEN	FIBO47	05	10.79	1.68	15	19.88	1.78	16	-2.93	3.80	32	107.85	5.83	17	nan	nan	0	0.07	0.03	19	3.79	2.69	19	7.89	5.50	19	0.17	0.08	19	3.60	2.55	18	0.91	0.51	19	23.99	5.84	19	23.99	5.84	19	3.24	1.77	19	4.07	1.49	18
BYFJORDEN	FIBO47	06	15.44	1.14	10	20.21	1.50	10	-3.73	3.40	29	111.32	10.20	13	nan	nan	0	0.07	0.02	16	0.83	0.98	16	3.90	2.88	16	0.09	0.08	16	1.38	0.90	8	0.27	0.23	15	19.75	4.26	16	19.75	4.26	16	3.47	1.43	15	4.06	1.35	14
BYFJORDEN	FIBO47	07	18.41	1.87	14	20.59	1.92	14	-4.06	3.54	27	105.06	8.15	15	nan	nan	0	0.06	0.02	18	0.36	0.40	18	2.61	2.36	18	0.05	0.03	18	0.35	0.37	10	0.27	0.33	18	19.80	1.98	18	19.80	1.98	18	2.76	1.24	17	4.16	1.32	17
BYFJORDEN	FIBO47	08	19.95	1.61	12	21.14	1.50	12	-4.78	3.28	33	105.53	10.15	15	nan	nan	0	0.05	0.03	18	0.19	0.12	18	2.06	2.14	18	0.04	0.04	18	0.13	0.10	4	0.20	0.14	18	18.69	1.90	18	18.69	1.90	18	3.48	1.82	18	4.76	1.39	18
BYFJORDEN	FIBO47	09	18.04	0.71	13	21.11	1.37	13	-5.01	3.31	28	97.89	12.18	16	nan	nan	0	0.08	0.06	19	0.71	0.89	19	5.69	5.30	19	0.07	0.06	19	1.11	0.95	8	0.54	0.80	19	21.58	4.56	19	21.58	4.56	19	3.45	1.69	18	4.60	2.21	17
BYFJORDEN	FIBO47	10	13.78	1.20	13	20.90	3.50	13	-5.44	2.95	28	94.18	5.74	16	nan	nan	0	0.13	0.08	20	2.11	2.54	20	11.12	12.59	20	0.16	0.10	20	1.89	2.43	19	0.83	0.99	20	22.00	6.90	19	22.00	6.90	19	3.47	2.05	18	3.65	1.37	17
BYFJORDEN	FIBO47	11	9.69	1.09	14	20.86	2.50	13	-4.78	2.97	31	89.53	4.90	16	nan	nan	0	0.35	0.20	18	6.09	3.75	18	20.13	12.80	18	0.32	0.17	18	5.23	3.54	18	2.04	1.45	18	25.10	7.06	18	25.10	7.06	18	2.48	2.23	18	2.79	1.75	14
BYFJORDEN	FIBO47	12	6.51	1.38	13	21.07	4.57	13	-4.47	3.09	30	86.30	7.39	16	nan	nan	0	0.81	0.65	18	10.19	3.91	18	27.30	11.71	18	0.38	0.15	18	9.12	3.72	18	3.15	1.98	18	27.44	6.77	18	27.44	6.77	18	0.46	0.28	17	2.81	1.58	10
BJÖRKHOLMEN	FIBG23	01	4.09	1.62	8	23.59	4.09	7	2.89	1.09	22	97.20	2.15	9	nan	nan	0	0.49	0.08	9	10.32	5.88	9	21.66	16.03	9	0.23	0.15	9	9.64	5.40	9	1.09	0.53	9	26.48	9.98	9	26.48	9.98	9	1.19	1.66	9	4.60	3.91	4
BJÖRKHOLMEN	FIBG23	02	2.58	2.37	7	26.07	4.16	6	3.62	0.91	20	95.50	4.43	8	nan	nan	0	0.65	0.09	8	11.09	3.68	8	18.07	11.36	8	0.28	0.17	8	10.44	3.43	8	0.77	0.38	8	24.28	6.32	8	24.28	6.32	8	0.47	0.29	8	5.51	3.02	7
BJÖRKHOLMEN	FIBG23	03	2.40	1.30	10	23.10	2.97	10	4.23	1.07	23	104.18	7.62	11	nan	nan	0	0.32	0.21	11	7.45	5.00	11	12.75	7.72	11	0.22	0.14	11	6.98	4.72	11	0.52	0.32	11	23.86	3.80	11	23.86	3.80	11	5.79	5.01	11	4.38	2.29	9
BJÖRKHOLMEN	FIBG23	04	4.60	1.40	12	21.65	5.01	12	4.20	0.99	26	106.09	6.20	13	nan	nan	0	0.11	0.07	13	4.66	4.36	13	10.51	11.29	13	0.13	0.06	13	4.66	4.30	12	0.94	0.83	13	25.21	9.23	13	25.21	9.23	13	3.15	3.12	13	4.73	2.71	10
BJÖRKHOLMEN	FIBG23	05	10.36	2.08	16	20.42	2.74	16	4.38	0.95	33	107.15	6.91	17	nan	nan	0	0.08	0.03	17	3.13	5.96	17	7.06	7.44	17	0.09	0.08	17	3.99	6.69	12	0.73	0.43	17	20.76	8.56	17	20.76	8.56	17	2.28	1.10	17	5.26	3.08	17
BJÖRKHOLMEN	FIBG23	06	15.14	1.77	10	22.46	2.76	10	4.07	0.94	29	112.42	10.62	13	nan	nan	0	0.06	0.02	13	0.79	1.37	13	1.59	2.38	13	0.06	0.05	13	1.18	1.29	8	0.30	0.28	13	18.32	3.79	13	18.32	3.79	13	3.16	2.59	13	4.62	1.55	13
BJÖRKHOLMEN	FIBG23	07	18.17	1.55	13	23.34	2.59	13	3.92	0.80	28	106.26	6.19	15	nan	nan	0	0.05	0.02	15	0.30	0.30	15	1.08	0.90	15	0.04	0.03	15	0.23	0.17	6	0.27	0.24	15	15.89	1.92	15	15.89	1.92	15	1.69	0.99	15	6.60	2.26	15
BJÖRKHOLMEN	FIBG23	08	19.48	1.62	12	22.73	1.67	12	3.29	0.69	29	106.18	5.37	15	nan	nan	0	0.05	0.02	15	0.19	0.13	15	1.40	1.22	15	0.03	0.02	15	0.11	0.02	4	0.22	0.12	15	17.22	2.61	15	17.22	2.61	15	2.35	1.45	15	5.82	2.22	14
BJÖRKHOLMEN	FIBG23	09	17.45	0.62	13	23.25	2.63	13	3.16	0.50	28	104.11	9.35	15	nan	nan	0	0.07	0.05	15	0.51	0.80	15	2.68	1.92	15	0.05	0.03	15	0.76	1.14	8	0.26	0.16	15	18.51	3.30	15	18.51	3.30	15	4.07	2.87	15	5.07	2.08	13
BJÖRKHOLMEN	FIBG23	10	13.62	1.06	13	23.53	4.36	13	2.82	0.55	27	98.48	3.66	15	nan	nan	0	0.10	0.04	15	1.37	1.97	15	6.89	11.50	15	0.10	0.09	15	1.41	1.98	12	0.42	0.38	14	20.14	7.04	15	20.14	7.04	15	4.08	2.66	15	5.76	3.10	13
BJÖRKHOLMEN	FIBG23	11	9.70	1.25	14	22.77	3.08	13	2.47	0.72	28	94.62	5.27	15	nan	nan	0	0.30	0.11	15	4.57	3.30	15	12.79	9.87	15	0.26	0.15	15	4.04	3.03	14	1.00	0.68	15	23.26	8.44	15	23.26	8.44	15	3.08	2.48	15	4.80	3.87	10
BJÖRKHOLMEN	FIBG23	12	6.50	1.28	12	21.79	6.74	12	2.70	1.00	27	93.48	5.17	14	nan	nan	0	0.43	0.09	14	8.39	5.94	14	20.26	17.78	14	0.39	0.17	14	7.43	5.92	14	1.31	0.42	14	24.17	9.62	14	24.17	9.62	14	1.31	0.81	14	3.33	3.23	7
STRETUDDEN	FIBB70	01	3.81	1.68	10	26.09	2.04	9	6.15	0.59	26	97.20	2.62	11	nan	nan	0	0.53	0.09	11	7.22	3.31	11	10.89	6.18	11	0.19	0.08	11	6.65	2.96	11	0.90	0.40	10	20.21	3.53	11	20.21	3.53	11	1.70	1.71	11	5.67	2.82	6
STRETUDDEN	FIBB70	02	2.01	1.86	12	26.80	3.29	11	6.50	0.35	26	97.91	3.13	13	nan	nan	0	0.57	0.15	13	8.79	3.32	13	11.03	5.03	13	0.36	0.28	13	8.05	2.96	13	0.66	0.39	13	20.83	3.55	13	20.83	3.55	13	2.17	3.93	13	6.05	1.15	10
STRETUDDEN	FIBB70	03	1.83	1.76	14	24.62	3.36	14	6.33	0.42	29	104.71	6.39	15	nan	nan	0	0.23	0.21	15	3.53	3.97	15	4.23	4.98	14	0.14	0.12	15	3.46	3.82	14	0.21	0.14	15	17.99	4.05	15	17.99	4.05	15	6.28	4.49	15	6.58	2.44	14
STRETUDDEN	FIBB70	04	4.40	1.36	13	23.98	3.85	13	6.22	0.50	28	104.96	5.13	14	nan	nan	0	0.11	0.09	14	2.20	2.42	14	3.16	4.26	14	0.10	0.07	14	2.25	2.40	12	0.61	0.49	14	18.99	4.57	14	18.99	4.57	14	2.65	2.07	14	6.55	2.81	14
STRETUDDEN	FIBB70	05	9.83	1.73	15	22.93	3.21	15	5.82	0.52	32	106.61	4.46	17	nan	nan	0	0.08	0.03	17	0.78	0.82	17	1.90	1.31	17	0.06	0.05	17	0.93	0.83	10	0.35	0.21	17	16.90	2.34	17	16.90	2.34	17	2.11	1.03	17	7.07	2.17	16
STRETUDDEN	FIBB70	06	14.42	1.94	10	24.44	3.38	10	4.95	0.77	29	108.88	4.78	13	nan	nan	0	0.06	0.03	13	0.29	0.26	13	0.55	0.39	13	0.05	0.04	13	0.52	0.78	6	0.18	0.08	13	16.21	3.83	13	16.21	3.83	13	2.12	0.58	13	6.32	1.88	13
STRETUDDEN	FIBB70	07	17.65	1.65	14	23.65	2.26	14	4.37	0.90	26	104.51	4.72	15	nan	nan	0	0.05	0.02	15	0.20	0.17	15	0.53	0.56	15	0.04	0.03	15	0.09	0.05	4	0.23	0.15	15	15.17	1.39	15	15.17	1.39	15	1.47	1.14	15	8.21	2.60	15
STRETUDDEN	FIBB70	08	19.01	1.49	12	23.53	1.25	12	3.72	1.01	30	104.80	3.87	15	nan	nan	0	0.05	0.02	15	0.17	0.10	15	0.83	0.56	15	0.03	0.01	15	0.09	0.04	4	0.21	0.13	15	16.07	2.40	15	16.07	2.40	15	1.89	0.92	15	6.95	1.27	15
STRETUDDEN	FIBB70	09	17.10	0.54	13	24.98	2.08	13	3.47	0.82	28	101.17	5.60	15	nan	nan	0	0.07	0.03	15	0.22	0.19	15	1.31	0.89	15	0.04	0.02	15	0.09	0.03	6	0.29	0.19	15	15.50	2.23	15	15.50	2.23	15	2.18	0.97	15	7.19	1.85	14
STRETUDDEN	FIBB70	10	13.39	0.99	13	25.37	2.50	13	4.13	0.80	28	99.69	1.60	15	nan	nan	0	0.10	0.03	15	0.39	0.49	15	2.03	2.52	15	0.05	0.03	15	0.25	0.20	9	0.39	0.51	14	16.82	3.02	15	16.82	3.02	15	3.71	1.69	15	6.40	2.17	15
STRETUDDEN	FIBB70	11	9.62	1.57	14	26.29	2.22	13	4.96	0.61	29	96.44	3.43	15	nan	nan	0	0.29	0.12	15	2.45	1.75	15	4.88	2.63	15	0.34	0.36	15	1.67	1.00	14	0.81	0.75	15	16.89	1.82	15	16.89	1.82	15	3.51	2.81	15	6.41	1.80	13
STRETUDDEN	FIBB70	12	6.48	1.96	13	26.86	2.59	13	5.55	0.48	28	95.33	3.65	15	nan	nan	0	0.43	0.11	15	4.49	1.99	15	6.40	3.55	15	0.38	0.22	15	3.62	1.81	15	1.12	0.51	15	17.29	3.00	15	17.29	3.00	15	1.71	1.15	15	7.42	2.13	10
SKALKORGARNA	KANI02	01	2.74	1.85	15	18.98	2.66	14	7.37	0.54	29	97.31	2.06	15	nan	nan	0	0.48	0.08	15	12.94	3.60	15	14.27	5.13	15	0.28	0.08	15	12.17	3.47	15	3.03	1.41	15	30.36	5.47	15	30.36	5.47	15	2.04	1.90	14	2.37	0.84	7
SKALKORGARNA	KANI02	02	1.36	1.36	16	18.73	2.77	15	7.40	0.75	35	96.27	6.66	17	nan	nan	0	0.50	0.15	17	13.48	3.41	17	14.75	3.82	17	0.30	0.11	17	12.72	3.22	17	2.62	1.44	17	30.28	5.33	17	30.28	5.33	17	2.61	4.20	16	2.80	1.09	10
SKALKORGARNA	KANI02	03	1.84	1.48	16	17.75	3.12	16	7.74	1.09	37	102.48	6.73	17	nan	nan	0	0.27	0.21	17	10.98	5.22	17	8.62	4.51	17	0.20	0.11	17	10.36	4.40	17	2.49	1.32	17	29.42	5.81	17	29.42	5.81	17	6.25	5.45	17	2.68	1.27	12
SKALKORGARNA	KANI02	04	4.06	1.19	14	17.21	3.84	14	7.36	0.83	34	103.58	4.08	15	nan	nan	0	0.16	0.11	15	7.88	2.96	15	6.01	3.28	15	0.16	0.09	15	7.60	2.59	15	2.48	1.43	15	26.71	5.43	15	26.71	5.43	15	2.11	1.58	15	3.11	1.52	14
SKALKORGARNA	KANI02	05	9.85	1.86	17	15.44	2.09	17	6.71	0.66	34	107.06	4.99	18	nan	nan	0	0.08	0.04	18	6.92	4.13	18	5.01	2.32	18	0.15	0.06	18	6.58	4.04	18	1.66	0.98	18	26.43	4.89	18	26.43	4.89	18	2.95	1.55	18	3.19	1.11	18
SKALKORGARNA	KANI02	06	14.51	1.53	12	17.15	2.77	12	5.94	0.73	35	109.27	7.18	15	nan	nan	0	0.09	0.03	15	4.66	3.18	15	2.50	1.64	15	0.14	0.05	15	4.36	2.90	15	1.01	0.86	15	23.84	4.51	15	23.84	4.51	15	4.06	1.69	15	3.15	0.86	15
SKALKORGARNA	KANI02	07	17.41	1.19	13	17.65	1.99	13	5.42	0.62	33	105.92	5.75	15	nan	nan	0	0.08	0.02	15	4.10	2.81	15	2.87	1.49	15	0.15	0.07	15	3.97	2.93	15	1.05	0.74	15	23.40	3.86	15	23.40	3.86	15	3.08	1.14	15	3.47	0.47	15
SKALKORGARNA	KANI02	08	18.99	1.46	13	17.84	2.51	13	4.72	0.88	33	104.20	7.42	16	nan	nan	0	0.10	0.06	16	3.51	2.24	16	3.01	2.07	16	0.18	0.10	16	3.40	2.12	16	1.08	0.68	16	22.76	3.26	16	22.76	3.26	16	4.84	2.21	16	3.31	1.04	15
SKALKORGARNA	KANI02	09	16.91	0.78	15	18.97	2.93	14	4.55	0.94	35	98.72	6.90	17	nan	nan	0	0.14	0.07	17	4.61	2.67	17	4.43	2.45	17	0.21	0.13	17	4.08	2.25	17	1.79	1.23	17	23.36	4.33	17	23.36	4.33	17	4.17	2.12	17	3.14	1.14	16
SKALKORGARNA	KANI02	10	12.99	1.60	15	18.65	2.24	14	5.40	0.71	36	96.98	2.94	18	nan	nan	0	0.18	0.07	18	5.12	2.71	18	5.61	4.83	18	0.22	0.15	18	4.57	2.67	18	2.28	2.02	18	23.13	4.46	18	23.13	4.46	18	3.23	1.15	18	3.14	1.39	14
SKALKORGARNA	KANI02	11	8.92	1.77	16	19.89	3.52	15	5.91	0.70	35	95.93	1.86	17	nan	nan	0	0.33	0.10	17	8.07	3.60	17	7.91	2.30	17	0.32	0.19	17	7.05	3.59	17	2.70	1.29	17	25.01	4.92	17	25.01	4.92	17	2.26	1.00	17	2.66	0.84	10
SKALKORGARNA	KANI02	12	5.98	1.70	14	20.69	4.23	14	6.28	1.00	30	94.59	5.09	16	nan	nan	0	0.41	0.11	16	9.94	3.25	16	10.50	4.89	16	0.37	0.24	16	8.61	3.06	16	2.88	1.28	16	25.70	4.97	16	25.70	4.97	16	1.50	0.79	16	2.74	0.93	9
KOSTERFJORDEN (NR16)	FIBK40	01	4.01	1.61	5	28.59	1.60	5	4.31	0.45	21	98.03	2.17	12	nan	nan	0	0.51	0.07	12	6.07	2.15	12	7.15	2.96	12	0.20	0.10	12	5.62	2.00	12	0.60	0.26	12	17.95	2.27	12	17.95	2.27	12	1.77	1.67	12	8.32	1.86	11
KOSTERFJORDEN (NR16)	FIBK40	02	2.08	3.06	3	27.08	4.78	3	4.57	0.84	20	98.12	4.00	12	nan	nan	0	0.59	0.16	12	8.86	3.91	12	9.10	3.83	12	0.34	0.42	12	8.11	3.54	12	0.51	0.29	12	20.31	3.72	12	20.31	3.72	12	2.65	5.20	12	7.14	2.26	12
KOSTERFJORDEN (NR16)	FIBK40	03	1.87	1.71	5	24.50	2.25	5	5.19	0.90	23	105.01	6.75	13	nan	nan	0	0.24	0.20	13	4.31	4.33	13	3.13	3.39	13	0.12	0.11	13	5.18	4.01	10	0.33	0.28	13	18.38	5.02	13	18.38	5.02	13	4.43	2.95	13	7.32	1.38	14
KOSTERFJORDEN (NR16)	FIBK40	04	4.34	1.63	5	28.65	1.88	5	5.83	0.75	22	105.54	3.34	13	nan	nan	0	0.11	0.09	14	1.67	1.98	14	1.47	1.70	14	0.11	0.11	14	1.54	1.87	12	0.55	0.32	14	18.81	6.55	14	18.81	6.55	14	2.25	1.89	14	10.55	2.44	14
KOSTERFJORDEN (NR16)	FIBK40	05	9.25	0.63	5	23.60	2.50	5	6.07	0.25	27	104.93	3.33	16	nan	nan	0	0.08	0.07	16	1.68	1.66	16	3.64	2.76	16	0.08	0.06	16	1.73	1.62	14	0.70	0.43	16	19.79	9.85	16	19.79	9.85	16	1.94	0.81	16	8.89	2.98	16
KOSTERFJORDEN (NR16)	FIBK40	06	14.02	1.68	4	23.51	3.36	4	5.73	0.44	25	109.05	5.58	13	nan	nan	0	0.06	0.03	13	0.57	0.49	13	2.12	2.15	13	0.06	0.04	13	0.62	0.50	10	0.33	0.22	13	16.62	3.37	13	16.62	3.37	13	2.61	2.02	13	6.35	2.68	13
KOSTERFJORDEN (NR16)	FIBK40	07	16.45	1.01	6	25.44	3.05	6	5.46	0.27	23	105.43	3.74	14	nan	nan	0	0.05	0.02	14	0.33	0.47	14	0.67	1.24	14	0.04	0.03	14	0.59	0.88	5	0.34	0.24	14	15.05	2.65	14	15.05	2.65	14	1.49	0.82	15	9.77	3.51	15
KOSTERFJORDEN (NR16)	FIBK40	08	18.74	1.95	5	25.14	2.85	5	5.17	0.35	25	103.24	2.97	14	nan	nan	0	0.06	0.03	15	0.30	0.24	15	1.08	1.13	15	0.04	0.01	15	0.34	0.40	8	0.71	1.21	15	18.92	10.20	15	18.92	10.20	15	1.74	0.68	15	8.90	1.73	15
KOSTERFJORDEN (NR16)	FIBK40	09	16.70	0.84	6	24.49	2.12	6	4.92	0.44	24	100.73	4.80	15	nan	nan	0	0.09	0.08	15	0.50	0.96	15	2.02	1.31	15	0.04	0.02	15	0.68	1.14	7	0.42	0.33	15	15.36	4.16	15	15.36	4.16	15	2.46	1.10	15	8.15	2.32	15
KOSTERFJORDEN (NR16)	FIBK40	10	13.89	0.95	6	27.16	2.08	6	4.83	0.38	24	96.18	4.59	15	nan	nan	0	0.11	0.03	14	0.40	0.33	14	2.12	1.95	14	0.08	0.07	14	0.33	0.24	9	0.34	0.31	13	15.16	6.85	15	15.16	6.85	15	2.56	0.98	15	8.30	1.71	15
KOSTERFJORDEN (NR16)	FIBK40	11	10.42	1.11	6	28.01	1.69	6	4.63	0.32	25	95.37	6.84	15	nan	nan	0	0.28	0.06	15	2.89	1.80	15	4.73	2.45	15	0.33	0.17	15	2.18	1.64	14	0.81	0.62	15	15.94	2.72	15	15.94	2.72	15	2.26	1.39	15	9.01	1.53	15
KOSTERFJORDEN (NR16)	FIBK40	12	6.30	2.24	6	27.33	3.55	6	4.42	0.42	23	94.91	5.26	15	nan	nan	0	0.41	0.10	15	4.79	1.65	15	5.88	3.19	15	0.40	0.24	15	3.87	1.60	15	0.75	0.41	15	15.99	2.79	15	15.99	2.79	15	1.39	1.11	15	9.11	2.61	15
E ÄLVSBORGSBRON	KANI07	01	2.12	1.72	13	4.44	2.05	12	7.25	0.50	22	96.29	3.24	12	nan	nan	0	0.22	0.05	13	29.77	4.79	13	27.84	8.66	13	0.17	0.05	13	29.22	4.71	13	2.33	1.17	12	49.13	6.17	13	49.13	6.17	13	1.64	1.17	12	1.37	0.26	3
E ÄLVSBORGSBRON	KANI07	02	0.84	0.87	14	3.21	1.66	14	7.58	0.84	24	96.97	4.41	15	nan	nan	0	0.23	0.13	15	31.27	5.15	15	26.63	6.61	15	0.18	0.05	15	30.71	5.47	15	2.06	0.72	15	49.81	6.68	14	49.81	6.68	14	1.26	0.75	13	1.57	0.32	7
E ÄLVSBORGSBRON	KANI07	03	1.26	1.06	19	3.04	0.95	19	7.87	0.93	31	99.76	3.57	21	nan	nan	0	0.18	0.14	20	30.82	5.71	20	23.49	6.21	20	0.19	0.12	20	30.22	5.48	20	2.15	1.00	20	48.93	5.88	18	48.93	5.88	18	4.38	3.81	17	1.36	0.39	14
