STATN	STNCODE	MONTH	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:number_of_values	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:number_of_values	DOXY_BTL_bottom:mean	DOXY_BTL_bottom:std	DOXY_BTL_bottom:number_of_values	O2SAT_BTL:mean	O2SAT_BTL:std	O2SAT_BTL:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CHLA:mean	CHLA:std	CHLA:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values
BY10	BPEX13	08	18.46	1.32	19	6.97	0.19	19	-1.36	1.50	33	103.87	4.17	19	nan	nan	0	0.07	0.03	19	0.14	0.02	19	7.18	1.65	19	0.03	0.02	19	nan	nan	2	0.15	0.08	19	21.91	2.38	19	21.91	2.38	19	2.23	0.64	19	6.71	0.52	7
BY10	BPEX13	09	15.77	1.41	13	6.93	0.23	13	-0.86	1.56	24	99.62	1.55	13	nan	nan	0	0.10	0.04	13	0.16	0.06	13	8.17	1.97	13	0.03	0.01	13	0.11	0.02	4	0.18	0.10	13	20.73	0.97	13	20.73	0.97	13	2.31	0.66	13	6.50	0.46	7
BY10	BPEX13	10	12.05	1.26	13	6.96	0.20	13	-0.82	1.74	23	98.00	1.41	13	nan	nan	0	0.19	0.08	13	0.30	0.23	13	7.85	2.20	13	0.07	0.05	13	0.21	0.13	8	0.28	0.15	13	20.06	0.85	13	20.06	0.85	13	2.48	0.41	13	8.00	0.82	3
BY10	BPEX13	11	8.98	0.97	13	7.07	0.14	13	-1.32	1.64	29	97.13	1.14	13	nan	nan	0	0.27	0.08	13	0.92	0.40	13	7.19	2.59	13	0.22	0.10	13	0.48	0.36	13	0.29	0.23	12	20.05	1.40	13	20.05	1.40	13	2.84	1.44	13	7.62	0.41	4
BY10	BPEX13	12	6.44	0.89	14	7.14	0.11	14	-0.96	1.42	23	96.56	1.32	14	nan	nan	0	0.43	0.10	14	1.77	0.49	14	9.06	2.30	14	0.22	0.11	14	1.33	0.61	14	0.40	0.31	14	19.92	1.43	14	19.92	1.43	14	1.03	0.52	14	nan	nan	1
BY15 GOTLANDSDJ	BPEX21	01	4.34	0.91	11	7.25	0.14	11	-1.96	1.98	27	96.52	0.67	11	nan	nan	0	0.60	0.12	11	3.05	0.43	11	10.88	2.02	11	0.14	0.12	11	2.77	0.42	11	0.20	0.15	11	19.73	0.85	11	19.73	0.85	11	0.52	0.30	11	nan	nan	0
BY15 GOTLANDSDJ	BPEX21	02	2.73	0.92	9	7.23	0.16	9	-1.79	2.36	17	97.82	1.25	9	nan	nan	0	0.69	0.08	9	3.34	0.35	9	12.19	1.29	9	0.08	0.03	9	3.18	0.33	9	0.17	0.04	9	20.41	1.05	9	20.41	1.05	9	0.61	0.18	9	nan	nan	2
BY15 GOTLANDSDJ	BPEX21	03	2.57	0.92	15	7.25	0.14	15	-1.91	2.32	35	99.28	1.33	16	nan	nan	0	0.64	0.06	16	3.19	0.57	16	11.90	1.19	16	0.11	0.03	16	2.96	0.56	16	0.17	0.07	15	20.74	1.12	16	20.74	1.12	16	1.45	1.57	16	12.75	3.56	4
BY15 GOTLANDSDJ	BPEX21	04	3.53	1.23	15	7.25	0.13	15	-1.60	2.07	23	108.13	5.03	15	nan	nan	0	0.42	0.16	15	0.86	1.15	15	10.95	2.16	15	0.05	0.05	15	1.61	1.19	6	0.15	0.08	15	21.24	1.48	15	21.24	1.48	15	5.49	2.52	15	8.38	1.58	8
BY15 GOTLANDSDJ	BPEX21	05	6.99	1.98	11	7.15	0.11	11	-2.27	2.64	23	114.14	3.55	11	nan	nan	0	0.17	0.09	11	0.13	0.01	11	9.08	2.00	11	0.02	0.00	11	nan	nan	2	0.14	0.06	11	21.35	2.82	11	21.35	2.82	11	3.88	2.08	11	7.33	2.62	3
BY15 GOTLANDSDJ	BPEX21	06	11.89	1.88	14	7.07	0.17	14	-2.30	2.74	22	112.52	4.57	14	nan	nan	0	0.10	0.05	14	0.15	0.05	14	8.36	1.95	14	0.03	0.02	14	0.11	0.02	3	0.11	0.06	14	21.31	1.90	14	21.31	1.90	14	3.35	1.76	14	6.54	1.63	12
BY15 GOTLANDSDJ	BPEX21	07	17.30	1.75	20	6.89	0.18	20	-2.59	3.04	29	111.36	5.12	20	nan	nan	0	0.07	0.02	20	0.15	0.04	20	7.73	1.74	20	0.04	0.01	20	0.10	0.00	3	0.12	0.07	20	23.55	1.89	20	23.55	1.89	20	3.89	1.47	20	5.07	1.12	14
BY15 GOTLANDSDJ	BPEX21	08	18.73	1.38	18	6.72	0.25	18	-3.08	2.58	32	103.23	4.63	18	nan	nan	0	0.06	0.01	18	0.17	0.12	18	6.93	1.74	18	0.04	0.01	18	0.11	0.02	3	0.17	0.09	18	23.16	2.00	18	23.16	2.00	18	2.90	0.61	18	6.27	1.05	11
BY15 GOTLANDSDJ	BPEX21	09	15.53	1.44	14	6.83	0.22	14	-2.73	2.29	26	99.48	2.06	14	nan	nan	0	0.08	0.03	14	0.15	0.05	14	7.89	1.48	14	0.03	0.01	14	nan	nan	1	0.16	0.07	14	21.02	1.16	14	21.02	1.16	14	2.65	0.73	14	6.73	0.75	11
BY15 GOTLANDSDJ	BPEX21	10	12.21	1.30	13	6.89	0.21	13	-2.40	2.40	20	97.66	0.97	13	nan	nan	0	0.16	0.05	13	0.29	0.14	13	7.83	2.09	13	0.07	0.03	13	0.19	0.08	8	0.30	0.17	13	20.22	1.23	13	20.22	1.23	13	2.72	0.35	13	8.50	1.50	4
BY15 GOTLANDSDJ	BPEX21	11	8.59	1.17	13	6.97	0.16	13	-2.94	2.49	24	97.38	1.31	13	nan	nan	0	0.26	0.08	13	0.95	0.56	13	7.57	2.76	13	0.20	0.10	13	0.57	0.45	12	0.25	0.21	12	19.49	0.84	13	19.49	0.84	13	3.12	1.58	13	9.25	1.48	4
BY15 GOTLANDSDJ	BPEX21	12	6.61	0.82	14	7.09	0.15	14	-2.81	2.23	19	96.19	0.87	13	nan	nan	0	0.43	0.10	13	2.08	0.58	13	9.09	2.28	13	0.20	0.11	13	1.67	0.68	13	0.30	0.24	13	20.39	1.48	13	20.39	1.48	13	1.17	0.43	13	10.33	0.94	3
BY20 FÅRÖDJ	BPEX26	01	4.07	1.23	12	7.02	0.13	12	-1.38	1.05	29	96.23	1.50	12	nan	nan	0	0.61	0.10	12	3.31	0.41	12	11.82	1.89	12	0.11	0.05	12	3.09	0.47	12	0.21	0.19	12	20.25	1.02	12	20.25	1.02	12	0.42	0.37	12	nan	nan	0
BY20 FÅRÖDJ	BPEX26	02	2.57	0.98	11	7.02	0.17	11	-1.48	1.34	18	97.65	0.78	11	nan	nan	0	0.67	0.05	11	3.62	0.35	11	12.75	1.07	11	0.09	0.03	11	3.44	0.34	11	0.21	0.15	11	20.46	1.04	11	20.46	1.04	11	0.42	0.21	11	nan	nan	2
BY20 FÅRÖDJ	BPEX26	03	2.37	1.00	17	7.04	0.11	17	-1.27	1.23	32	99.22	1.83	17	nan	nan	0	0.63	0.09	17	3.64	0.48	17	12.30	1.59	17	0.11	0.02	17	3.42	0.47	17	0.16	0.05	17	21.56	1.78	17	21.56	1.78	17	0.91	0.63	17	13.10	2.20	5
BY20 FÅRÖDJ	BPEX26	04	3.27	1.20	16	6.97	0.19	16	-1.35	1.26	27	108.96	4.96	16	nan	nan	0	0.40	0.14	16	0.90	1.23	16	10.49	2.39	16	0.06	0.06	16	1.69	1.21	7	0.15	0.06	16	20.73	1.93	16	20.73	1.93	16	4.82	2.41	16	8.25	1.77	12
BY20 FÅRÖDJ	BPEX26	05	6.63	1.64	12	6.83	0.15	12	-1.72	1.32	25	111.73	3.35	12	nan	nan	0	0.19	0.10	12	0.13	0.01	12	9.23	2.09	12	0.02	0.00	12	nan	nan	2	0.12	0.06	12	19.95	1.10	12	19.95	1.10	12	2.83	0.75	12	7.95	0.69	11
BY20 FÅRÖDJ	BPEX26	06	11.77	1.81	14	6.69	0.20	14	-1.81	1.21	27	112.10	5.11	14	nan	nan	0	0.11	0.05	14	0.15	0.05	14	8.47	2.13	14	0.04	0.01	14	0.10	0.00	5	0.13	0.06	14	20.89	1.62	14	20.89	1.62	14	2.80	1.16	14	6.23	1.23	11
BY20 FÅRÖDJ	BPEX26	07	16.93	1.74	20	6.53	0.27	20	-1.98	1.41	30	111.63	5.20	20	nan	nan	0	0.08	0.02	20	0.15	0.05	20	8.23	1.92	20	0.04	0.01	20	0.10	0.00	3	0.13	0.11	20	23.95	2.42	20	23.95	2.42	20	4.40	1.61	20	5.03	1.03	19
BY20 FÅRÖDJ	BPEX26	08	18.47	1.31	18	6.48	0.24	18	-2.21	1.29	34	102.74	4.99	18	nan	nan	0	0.07	0.01	18	0.14	0.02	18	7.44	2.25	18	0.04	0.01	18	0.10	0.00	3	0.17	0.08	18	22.54	1.84	18	22.54	1.84	18	2.98	0.61	18	6.19	0.70	8
BY20 FÅRÖDJ	BPEX26	09	15.37	1.45	14	6.45	0.14	14	-1.95	1.31	25	100.10	2.62	14	nan	nan	0	0.08	0.02	14	0.16	0.06	14	7.83	1.66	14	0.03	0.01	14	0.12	0.03	3	0.18	0.12	14	20.74	1.40	14	20.74	1.40	14	2.54	0.74	14	6.00	0.76	7
BY20 FÅRÖDJ	BPEX26	10	11.65	1.30	13	6.65	0.18	13	-1.88	1.25	23	97.85	1.80	13	nan	nan	0	0.15	0.05	13	0.27	0.19	13	7.97	1.70	13	0.06	0.04	13	0.23	0.13	6	0.27	0.12	13	20.17	1.26	13	20.17	1.26	13	2.57	0.35	13	7.33	0.47	3
BY20 FÅRÖDJ	BPEX26	11	8.51	1.15	15	6.77	0.15	15	-2.00	1.24	32	97.29	1.23	15	nan	nan	0	0.28	0.06	15	1.12	0.46	15	8.40	2.00	15	0.26	0.09	15	0.65	0.33	14	0.38	0.27	14	19.46	1.11	15	19.46	1.11	15	2.18	0.87	15	9.33	1.25	3
BY20 FÅRÖDJ	BPEX26	12	6.42	0.87	15	6.85	0.18	14	-1.52	1.45	26	96.79	1.44	15	nan	nan	0	0.41	0.07	15	2.05	0.58	15	9.77	1.60	15	0.18	0.09	15	1.68	0.64	15	0.41	0.33	14	20.12	1.28	15	20.12	1.28	15	0.95	0.34	15	nan	nan	0
BY29 / LL19	BPNX35	01	4.31	1.21	11	6.97	0.18	11	-0.27	0.63	26	96.82	0.85	11	nan	nan	0	0.62	0.11	11	3.83	0.41	11	11.88	2.03	11	0.10	0.04	11	3.64	0.44	11	0.14	0.07	11	20.85	2.94	11	20.85	2.94	11	0.34	0.21	10	nan	nan	1
BY29 / LL19	BPNX35	02	2.40	1.22	11	6.92	0.18	11	-0.38	0.65	19	97.61	1.19	12	nan	nan	0	0.69	0.05	12	4.09	0.61	12	13.35	1.20	12	0.11	0.04	12	3.87	0.62	12	0.21	0.15	12	21.94	1.38	12	21.94	1.38	12	0.30	0.12	11	nan	nan	1
BY29 / LL19	BPNX35	03	1.93	1.15	19	6.89	0.21	19	-0.34	0.66	25	100.30	2.44	17	nan	nan	0	0.63	0.09	20	4.20	0.50	20	13.36	1.71	19	0.09	0.01	5	3.69	0.34	5	0.10	0.07	18	21.43	1.08	20	21.43	1.08	20	0.65	0.35	19	nan	nan	1
BY29 / LL19	BPNX35	04	2.62	0.95	15	6.73	0.28	15	-0.05	0.77	20	110.75	5.73	12	nan	nan	0	0.37	0.15	15	0.93	1.18	15	10.24	2.55	14	nan	nan	0	nan	nan	0	0.08	0.04	13	20.96	1.02	15	20.96	1.02	15	4.87	1.76	15	6.67	1.31	3
BY29 / LL19	BPNX35	05	5.64	1.45	15	6.67	0.20	15	-0.31	0.58	22	115.51	5.78	13	nan	nan	0	0.17	0.10	15	0.02	0.00	15	8.90	2.50	15	nan	nan	0	nan	nan	0	0.07	0.03	15	20.63	1.14	15	20.63	1.14	15	2.77	0.93	14	7.60	0.98	6
BY29 / LL19	BPNX35	06	10.26	1.58	17	6.38	0.20	17	-0.19	0.80	27	112.23	4.39	13	nan	nan	0	0.07	0.05	17	0.02	0.00	17	9.17	2.36	16	nan	nan	0	nan	nan	0	0.06	0.02	16	19.90	0.62	17	19.90	0.62	17	1.97	0.64	17	6.35	1.08	10
BY29 / LL19	BPNX35	07	16.51	1.76	21	6.26	0.29	21	-0.72	0.67	27	114.73	8.19	16	nan	nan	0	0.03	0.01	21	0.02	0.00	21	7.91	2.46	19	nan	nan	0	nan	nan	0	0.08	0.03	19	22.69	2.61	21	22.69	2.61	21	3.22	1.20	21	5.10	0.68	11
BY29 / LL19	BPNX35	08	17.83	1.49	17	6.25	0.24	17	-0.54	0.62	29	105.52	3.86	14	nan	nan	0	0.02	0.01	18	0.02	0.00	18	8.01	2.14	17	nan	nan	0	nan	nan	0	0.08	0.05	16	21.93	0.90	18	21.93	0.90	18	2.36	0.53	17	5.52	0.48	5
BY29 / LL19	BPNX35	09	14.48	1.42	17	6.38	0.28	17	-0.68	0.71	26	101.77	3.61	14	nan	nan	0	0.04	0.02	16	0.04	0.04	16	7.77	1.32	15	nan	nan	1	nan	nan	0	0.10	0.04	15	20.03	1.31	16	20.03	1.31	16	2.43	0.58	16	nan	nan	2
BY29 / LL19	BPNX35	10	12.82	2.37	5	6.39	0.22	5	-0.34	0.63	16	99.00	1.84	4	nan	nan	0	0.13	0.12	4	0.26	0.26	4	8.98	2.42	4	nan	nan	2	nan	nan	1	0.12	0.08	4	21.07	0.93	4	21.07	0.93	4	2.68	0.58	4	6.33	0.47	3
BY29 / LL19	BPNX35	11	8.40	1.27	14	6.62	0.18	14	-0.68	1.05	27	97.02	1.68	14	nan	nan	0	0.32	0.06	14	1.31	0.43	14	9.91	1.16	14	0.28	0.07	14	0.77	0.37	14	0.49	0.31	13	20.12	1.60	14	20.12	1.60	14	1.95	0.99	14	nan	nan	0
BY29 / LL19	BPNX35	12	6.83	1.05	15	6.83	0.19	15	-0.65	0.70	22	96.56	1.55	15	nan	nan	0	0.46	0.05	15	2.72	0.60	15	10.69	1.34	15	0.21	0.12	15	2.29	0.70	15	0.49	0.38	14	20.74	1.03	15	20.74	1.03	15	0.77	0.25	13	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	01	3.17	1.49	11	6.69	0.31	11	-0.05	0.77	32	96.76	1.39	11	nan	nan	0	0.65	0.13	11	3.56	0.45	11	14.25	1.39	11	0.11	0.06	11	3.34	0.54	11	0.17	0.13	11	20.16	1.06	11	20.16	1.06	11	0.49	0.33	11	10.00	0.82	3
BY31 LANDSORTSDJ	BPNX37	02	2.10	1.14	11	6.73	0.25	11	-0.34	0.98	25	97.64	0.94	12	nan	nan	0	0.73	0.09	12	4.04	0.43	12	15.61	1.36	12	0.10	0.04	12	3.85	0.44	12	0.16	0.06	12	21.27	1.82	12	21.27	1.82	12	0.45	0.12	12	10.17	1.86	6
BY31 LANDSORTSDJ	BPNX37	03	1.74	1.01	35	6.63	0.26	35	-0.41	0.94	58	102.60	3.96	30	nan	nan	0	0.61	0.13	38	3.39	1.11	38	15.47	1.83	36	0.10	0.04	6	3.69	0.45	6	0.08	0.05	34	20.68	0.95	38	20.68	0.95	38	1.71	1.53	38	10.50	3.01	32
BY31 LANDSORTSDJ	BPNX37	04	3.02	1.10	55	6.53	0.22	55	-0.23	0.96	89	111.88	5.10	43	nan	nan	0	0.31	0.13	57	0.40	0.86	57	11.12	2.95	53	nan	nan	0	nan	nan	0	0.07	0.02	49	20.24	1.34	57	20.24	1.34	57	4.29	1.81	57	7.32	1.77	55
BY31 LANDSORTSDJ	BPNX37	05	6.49	1.41	31	6.43	0.29	31	-0.14	0.98	56	115.28	8.94	24	nan	nan	0	0.17	0.11	30	0.02	0.01	30	10.19	2.75	29	nan	nan	0	nan	nan	0	0.07	0.04	29	19.96	1.38	30	19.96	1.38	30	2.95	1.52	29	7.23	1.36	29
BY31 LANDSORTSDJ	BPNX37	06	11.21	1.62	31	6.25	0.33	31	-0.03	0.84	63	111.73	5.40	23	nan	nan	0	0.09	0.07	32	0.02	0.00	32	9.59	2.75	30	nan	nan	0	nan	nan	0	0.06	0.02	30	19.52	1.15	32	19.52	1.15	32	2.08	0.73	32	6.49	0.90	31
BY31 LANDSORTSDJ	BPNX37	07	16.22	2.10	36	6.16	0.28	36	-0.22	0.74	62	113.50	5.97	29	nan	nan	0	0.03	0.02	37	0.02	0.00	37	8.59	2.29	35	nan	nan	0	nan	nan	0	0.07	0.03	35	21.87	2.16	37	21.87	2.16	37	3.23	0.99	37	5.18	0.83	35
BY31 LANDSORTSDJ	BPNX37	08	17.42	2.52	33	6.06	0.25	33	-0.16	0.78	73	106.34	4.55	26	nan	nan	0	0.03	0.02	34	0.02	0.00	34	8.82	1.85	32	nan	nan	0	nan	nan	0	0.07	0.04	31	21.03	1.50	34	21.03	1.50	34	2.67	0.88	33	5.71	1.34	32
BY31 LANDSORTSDJ	BPNX37	09	14.28	2.19	33	6.25	0.24	33	-0.34	0.78	56	102.00	3.85	27	nan	nan	0	0.08	0.10	33	0.05	0.06	33	9.46	2.13	31	0.04	0.01	3	nan	nan	0	0.10	0.09	31	19.88	0.87	33	19.88	0.87	33	2.39	0.79	33	6.42	1.32	28
BY31 LANDSORTSDJ	BPNX37	10	11.79	1.85	23	6.37	0.22	23	-0.22	0.83	46	100.51	3.36	17	nan	nan	0	0.14	0.08	23	0.12	0.13	23	10.02	1.89	22	0.03	0.01	5	nan	nan	0	0.14	0.12	22	19.56	1.13	23	19.56	1.13	23	2.60	1.03	23	7.05	0.98	18
BY31 LANDSORTSDJ	BPNX37	11	7.31	1.06	19	6.65	0.16	19	-0.33	0.91	39	96.56	1.68	18	nan	nan	0	0.39	0.10	17	1.33	0.57	18	11.27	1.62	17	0.26	0.12	17	0.85	0.54	17	0.30	0.21	16	19.04	0.98	18	19.04	0.98	18	1.89	1.05	18	9.17	2.27	6
BY31 LANDSORTSDJ	BPNX37	12	6.14	0.70	10	6.61	0.24	10	-0.29	0.97	24	96.32	1.30	10	nan	nan	0	0.51	0.09	10	2.50	0.85	10	12.39	1.07	10	0.13	0.06	10	2.23	0.88	10	0.30	0.22	10	20.38	1.26	10	20.38	1.26	10	1.20	1.05	10	nan	nan	0
BY32 NORRKÖPINGSDJ	BPWX38	01	3.59	1.28	12	6.80	0.20	12	-0.16	1.05	30	96.57	1.05	12	nan	nan	0	0.66	0.12	12	3.15	0.44	12	13.84	1.37	12	0.14	0.08	12	2.87	0.56	12	0.24	0.21	12	19.78	1.29	12	19.78	1.29	12	0.57	0.73	7	nan	nan	1
BY32 NORRKÖPINGSDJ	BPWX38	02	2.47	0.80	13	6.89	0.17	13	-0.57	0.96	19	97.46	0.82	13	nan	nan	0	0.72	0.10	12	3.66	0.37	12	14.46	1.23	12	0.11	0.07	13	3.42	0.45	12	0.22	0.11	13	20.57	0.96	13	20.57	0.96	13	0.37	0.19	9	13.00	2.94	3
BY32 NORRKÖPINGSDJ	BPWX38	03	2.20	0.92	16	6.83	0.21	16	-0.31	1.15	25	99.49	2.34	17	nan	nan	0	0.66	0.16	17	3.31	0.89	17	14.26	1.73	17	0.10	0.03	17	3.29	0.43	16	0.18	0.08	17	21.14	1.96	17	21.14	1.96	17	0.87	0.75	12	12.12	1.36	8
BY32 NORRKÖPINGSDJ	BPWX38	04	3.16	1.19	15	6.79	0.19	15	-0.29	1.06	25	108.20	5.19	15	nan	nan	0	0.43	0.14	15	0.79	1.14	15	11.88	2.69	15	0.05	0.05	15	1.60	1.18	6	0.15	0.07	15	20.05	1.13	15	20.05	1.13	15	4.72	2.39	9	9.93	2.37	7
BY32 NORRKÖPINGSDJ	BPWX38	05	6.65	1.62	13	6.72	0.19	13	-0.42	1.16	23	111.51	2.42	13	nan	nan	0	0.24	0.12	13	0.12	0.01	13	10.60	2.43	13	0.02	0.01	13	nan	nan	1	0.14	0.06	13	20.01	1.77	13	20.01	1.77	13	2.85	1.20	8	7.94	1.13	8
BY32 NORRKÖPINGSDJ	BPWX38	06	11.97	1.67	14	6.64	0.23	14	-0.17	1.12	31	110.40	4.05	14	nan	nan	0	0.14	0.07	14	0.14	0.05	14	9.56	2.27	14	0.03	0.01	14	0.11	0.01	3	0.12	0.06	14	20.29	2.02	14	20.29	2.02	14	2.38	0.94	10	6.80	1.17	5
BY32 NORRKÖPINGSDJ	BPWX38	07	16.96	2.23	20	6.50	0.23	18	-0.54	1.00	29	110.24	5.23	20	nan	nan	0	0.08	0.03	20	0.15	0.04	20	8.96	1.91	20	0.04	0.01	20	0.10	0.00	3	0.14	0.07	20	22.87	2.12	20	22.87	2.12	20	3.39	0.92	14	5.21	0.75	12
BY32 NORRKÖPINGSDJ	BPWX38	08	18.22	1.56	18	6.32	0.19	18	-0.22	1.13	37	102.74	3.59	18	nan	nan	0	0.07	0.02	18	0.14	0.01	18	8.26	2.03	18	0.04	0.01	18	nan	nan	2	0.14	0.08	18	21.42	1.47	18	21.42	1.47	18	2.77	0.98	11	6.00	0.87	8
BY32 NORRKÖPINGSDJ	BPWX38	09	15.21	1.63	13	6.36	0.22	13	-0.76	0.85	25	100.57	3.56	13	nan	nan	0	0.09	0.03	13	0.15	0.05	13	8.48	1.26	13	0.03	0.01	13	nan	nan	1	0.15	0.07	13	20.55	1.27	13	20.55	1.27	13	2.72	0.97	11	6.30	1.08	5
BY32 NORRKÖPINGSDJ	BPWX38	10	11.52	1.80	12	6.46	0.19	12	-0.62	1.11	25	98.28	1.49	12	nan	nan	0	0.17	0.07	12	0.24	0.19	12	9.20	1.72	12	0.06	0.05	12	0.18	0.14	5	0.23	0.11	12	19.91	1.45	12	19.91	1.45	12	2.92	0.99	10	nan	nan	2
BY32 NORRKÖPINGSDJ	BPWX38	11	7.53	1.27	19	6.65	0.15	19	-0.43	1.21	33	96.84	1.72	19	nan	nan	0	0.36	0.08	19	1.06	0.53	19	10.79	1.22	19	0.24	0.11	19	0.62	0.44	18	0.32	0.27	17	19.34	1.93	19	19.34	1.93	19	2.29	1.37	14	nan	nan	1
BY32 NORRKÖPINGSDJ	BPWX38	12	6.24	0.85	11	6.74	0.18	11	-0.60	0.98	20	96.49	1.11	11	nan	nan	0	0.45	0.09	11	1.68	0.64	11	11.19	1.72	11	0.23	0.11	11	1.20	0.71	11	0.45	0.36	11	19.23	0.87	11	19.23	0.87	11	1.55	1.08	8	nan	nan	2
BY38 KARLSÖDJ	BPWX45	01	3.70	1.16	11	6.87	0.18	11	0.40	1.30	25	96.48	1.09	11	nan	nan	0	0.69	0.14	11	3.03	0.43	11	14.07	1.73	11	0.15	0.06	11	2.73	0.52	11	0.27	0.20	11	19.61	0.93	11	19.61	0.93	11	0.48	0.38	11	nan	nan	0
BY38 KARLSÖDJ	BPWX45	02	2.48	0.80	13	6.98	0.21	13	-0.35	0.90	19	97.28	1.25	13	nan	nan	0	0.75	0.13	12	3.49	0.33	12	14.72	1.58	12	0.12	0.05	13	3.24	0.36	12	0.21	0.09	13	20.20	1.63	13	20.20	1.63	13	0.47	0.34	13	nan	nan	1
BY38 KARLSÖDJ	BPWX45	03	2.42	0.94	16	6.95	0.18	16	0.39	1.19	33	99.12	1.94	17	nan	nan	0	0.70	0.16	17	3.34	0.51	17	14.45	1.52	17	0.11	0.04	17	3.12	0.54	17	0.20	0.09	17	21.66	1.54	17	21.66	1.54	17	1.15	1.11	17	11.62	0.99	8
BY38 KARLSÖDJ	BPWX45	04	3.35	1.19	15	6.98	0.19	15	0.04	1.30	25	107.39	4.46	15	nan	nan	0	0.50	0.14	15	0.65	0.98	15	13.26	2.38	15	0.05	0.05	15	1.23	1.09	6	0.16	0.10	15	20.06	1.64	15	20.06	1.64	15	5.00	3.33	15	nan	nan	1
BY38 KARLSÖDJ	BPWX45	05	7.07	1.76	13	6.97	0.20	13	-0.25	1.35	25	111.26	3.02	13	nan	nan	0	0.31	0.13	13	0.12	0.00	13	11.86	2.33	13	0.02	0.00	13	nan	nan	1	0.18	0.10	12	20.86	2.54	13	20.86	2.54	13	2.63	1.95	12	8.83	1.43	3
BY38 KARLSÖDJ	BPWX45	06	12.54	1.86	14	6.97	0.22	14	-0.32	1.50	29	108.60	2.80	14	nan	nan	0	0.25	0.13	14	0.14	0.05	14	10.96	2.75	14	0.02	0.01	14	0.10	0.00	3	0.13	0.09	14	19.71	2.00	14	19.71	2.00	14	1.74	0.75	14	7.12	1.14	4
BY38 KARLSÖDJ	BPWX45	07	16.96	1.91	19	6.76	0.25	18	-0.74	1.23	28	108.82	4.62	19	nan	nan	0	0.09	0.04	19	0.15	0.05	19	9.20	1.96	19	0.04	0.02	19	0.10	0.00	3	0.14	0.08	19	22.66	3.11	19	22.66	3.11	19	3.19	1.15	19	5.00	0.71	4
BY38 KARLSÖDJ	BPWX45	08	18.48	1.82	18	6.65	0.31	18	-0.49	1.31	34	102.93	4.01	18	nan	nan	0	0.08	0.03	18	0.13	0.01	18	8.02	1.82	18	0.03	0.01	18	nan	nan	1	0.22	0.25	18	21.65	1.76	18	21.65	1.76	18	2.34	0.77	17	6.00	0.63	5
BY38 KARLSÖDJ	BPWX45	09	15.51	1.48	13	6.62	0.24	13	-0.92	1.18	24	100.35	2.21	13	nan	nan	0	0.10	0.04	13	0.14	0.05	13	8.94	1.22	13	0.03	0.01	13	nan	nan	1	0.20	0.15	13	20.63	1.63	13	20.63	1.63	13	2.50	0.82	13	6.25	0.69	6
BY38 KARLSÖDJ	BPWX45	10	10.84	1.84	13	6.69	0.27	13	-0.57	1.52	27	97.92	1.84	13	nan	nan	0	0.24	0.09	13	0.22	0.11	13	9.87	1.78	13	0.06	0.04	13	0.11	0.03	8	0.19	0.13	13	19.67	1.48	13	19.67	1.48	13	2.74	0.89	13	7.25	0.56	4
BY38 KARLSÖDJ	BPWX45	11	7.59	1.40	17	6.75	0.15	17	-0.25	1.42	32	97.17	1.69	18	nan	nan	0	0.36	0.11	18	0.86	0.53	18	10.44	2.15	18	0.20	0.10	18	0.51	0.40	16	0.29	0.28	17	19.02	0.82	18	19.02	0.82	18	2.46	1.26	18	8.75	0.83	4
BY38 KARLSÖDJ	BPWX45	12	6.21	0.85	12	6.81	0.15	12	-0.34	1.12	21	96.72	1.06	12	nan	nan	0	0.47	0.10	12	1.36	0.49	12	10.94	1.83	12	0.22	0.09	12	0.90	0.49	12	0.45	0.36	11	20.12	1.14	12	20.12	1.14	12	1.57	0.98	12	9.50	1.12	4
FLADEN	KANX25	01	3.70	1.87	18	25.49	3.61	18	6.22	0.50	28	98.35	1.07	18	nan	nan	0	0.63	0.13	18	6.91	2.74	18	10.45	2.75	18	0.35	0.43	18	6.22	2.16	18	0.51	0.35	18	20.12	2.36	18	20.12	2.36	18	1.62	2.32	18	6.67	0.94	3
FLADEN	KANX25	02	2.44	1.13	23	23.49	3.26	23	6.41	0.37	34	100.56	2.42	24	nan	nan	0	0.50	0.17	24	5.93	2.75	24	8.28	3.81	24	0.26	0.16	24	5.89	2.10	24	0.22	0.16	23	20.10	2.97	24	20.10	2.97	24	3.83	3.88	23	nan	nan	1
FLADEN	KANX25	03	3.41	1.46	14	23.64	3.26	14	6.41	0.29	22	104.04	3.98	15	nan	nan	0	0.15	0.08	15	1.53	1.77	15	2.02	1.66	15	0.07	0.06	15	2.32	2.11	14	0.26	0.20	14	17.07	2.30	15	17.07	2.30	15	4.30	3.79	15	6.42	2.71	6
